Day ,Spp_,Treatment_,Rep_,Core_,Y(II),Sample.Time
08/04/15,Ss,CO2,R2,S6-2,0.526,T1_S6-2
08/04/15,Ss,CO2,R2,S6-22,0.509,T1_S6-22
10/02/15,Mc,NPF,R1,M1-6,0.564,T2_M1-6
10/02/15,Mc,NPF,R1,M1-25,0.583,T2_M1-25
10/02/15,Mc,NPF,R1,M7-1,0.533,T2_M7-1
10/02/15,Mc,NPF,R1,M7-16,0.545,T2_M7-16
10/02/15,Mc,NPF,R1,M8-10,0.593,T2_M8-10
10/02/15,Mc,NPF,R1,M8-19,0.594,T2_M8-19
10/02/15,Mc,NPF,R1,M10-9,0.587,T2_M10-9
10/02/15,Mc,NPF,R1,M10-25,0.576,T2_M10-25
10/02/15,Mc,NPF,R1,M11-22,0.591,T2_M11-22
10/02/15,Mc,NPF,R1,M11-24,0.591,T2_M11-24
10/02/15,Mc,NPF,R1,M9-3,0.566,T2_M9-3
10/02/15,Mc,NPF,R1,M9-17,0.566,T2_M9-17
10/02/15,Ss,NPF,R1,S1-5,0.585,T2_S1-5
10/02/15,Ss,NPF,R1,S1-18,0.588,T2_S1-18
10/02/15,Ss,NPF,R1,S2-28,0.594,T2_S2-28
10/02/15,Ss,NPF,R1,S2-30,0.602,T2_S2-30
10/02/15,Ss,NPF,R1,S3-1,0.594,T2_S3-1
10/02/15,Ss,NPF,R1,S3-28,0.594,T2_S3-28
10/02/15,Ss,NPF,R1,S4-10,0.55,T2_S4-10
10/02/15,Ss,NPF,R1,S4-17,0.554,T2_S4-17
10/02/15,Ss,NPF,R1,S5-5,0.548,T2_S5-5
10/02/15,Ss,NPF,R1,S5-27,0.555,T2_S5-27
10/02/15,Ss,NPF,R1,S6-6,0.594,T2_S6-6
10/02/15,Ss,NPF,R1,S6-13,0.579,T2_S6-13
10/02/15,Mc,NP,R1,M1-26,0.525,T2_M1-26
10/02/15,Mc,NP,R1,M1-28,0.538,T2_M1-28
10/02/15,Mc,NP,R1,M7-15,0.487,T2_M7-15
10/02/15,Mc,NP,R1,M7-17,0.533,T2_M7-17
10/02/15,Mc,NP,R1,M8-12,0.566,T2_M8-12
10/02/15,Mc,NP,R1,M8-17,0.57,T2_M8-17
10/02/15,Mc,NP,R1,M10-1,0.542,T2_M10-1
10/02/15,Mc,NP,R1,M10-27,0.546,T2_M10-27
10/02/15,Mc,NP,R1,M11-19,0.554,T2_M11-19
10/02/15,Mc,NP,R1,M11-30,0.566,T2_M11-30
10/02/15,Mc,NP,R1,M9-4,0.544,T2_M9-4
10/02/15,Mc,NP,R1,M9-22,0.561,T2_M9-22
10/02/15,Ss,NP,R1,S1-15,0.538,T2_S1-15
10/02/15,Ss,NP,R1,S1-24,0.538,T2_S1-24
10/02/15,Ss,NP,R1,S2-3,0.559,T2_S2-3
10/02/15,Ss,NP,R1,S2-9,0.558,T2_S2-9
10/02/15,Ss,NP,R1,S3-21,0.567,T2_S3-21
10/02/15,Ss,NP,R1,S3-26,0.565,T2_S3-26
10/02/15,Ss,NP,R1,S4-1,0.489,T2_S4-1
10/02/15,Ss,NP,R1,S4-2,0.473,T2_S4-2
10/02/15,Ss,NP,R1,S5-1,0.44,T2_S5-1
10/02/15,Ss,NP,R1,S5-12,0.476,T2_S5-12
10/02/15,Ss,NP,R1,S6-3,0.579,T2_S6-3
10/02/15,Ss,NP,R1,S6-18,0.563,T2_S6-18
10/02/15,Mc,N,R1,M1-13,0.555,T2_M1-13
10/02/15,Mc,N,R1,M1-20,0.56,T2_M1-20
10/02/15,Mc,N,R1,M7-4,0.48,T2_M7-4
10/02/15,Mc,N,R1,M7-24,0.513,T2_M7-24
10/02/15,Mc,N,R1,M8-2,0.57,T2_M8-2
10/02/15,Mc,N,R1,M8-3,0.553,T2_M8-3
10/02/15,Mc,N,R1,M10-4,0.656,T2_M10-4
10/02/15,Mc,N,R1,M10-30,0.452,T2_M10-30
10/02/15,Mc,N,R1,M11-18,0.545,T2_M11-18
10/02/15,Mc,N,R1,M11-31,0.541,T2_M11-31
10/02/15,Mc,N,R1,M9-11,0.55,T2_M9-11
10/02/15,Mc,N,R1,M9-29,0.539,T2_M9-29
10/02/15,Ss,N,R1,S1-17,0.565,T2_S1-17
10/02/15,Ss,N,R1,S1-25,0.554,T2_S1-25
10/02/15,Ss,N,R1,S2-21,0.587,T2_S2-21
10/02/15,Ss,N,R1,S2-24,0.569,T2_S2-24
10/02/15,Ss,N,R1,S3-8,0.573,T2_S3-8
10/02/15,Ss,N,R1,S3-10,0.556,T2_S3-10
10/02/15,Ss,N,R1,S4-19,0.534,T2_S4-19
10/02/15,Ss,N,R1,S4-29,0.527,T2_S4-29
10/02/15,Ss,N,R1,S5-7,0.493,T2_S5-7
10/02/15,Ss,N,R1,S5-11,0.509,T2_S5-11
10/02/15,Ss,N,R1,S6-24,0.518,T2_S6-24
10/02/15,Ss,N,R1,S6-28,0.518,T2_S6-28
10/02/15,Mc,Fe,R1,M1-17,0.532,T2_M1-17
10/02/15,Mc,Fe,R1,M1-24,0.552,T2_M1-24
10/02/15,Mc,Fe,R1,M7-12,0.503,T2_M7-12
10/02/15,Mc,Fe,R1,M7-14,0.525,T2_M7-14
10/02/15,Mc,Fe,R1,M8-9,0.592,T2_M8-9
10/02/15,Mc,Fe,R1,M8-22,0.582,T2_M8-22
10/02/15,Mc,Fe,R1,M10-21,0.561,T2_M10-21
10/02/15,Mc,Fe,R1,M10-29,0.56,T2_M10-29
10/02/15,Mc,Fe,R1,M11-14,0.571,T2_M11-14
10/02/15,Mc,Fe,R1,M11-28,0.568,T2_M11-28
10/02/15,Mc,Fe,R1,M9-8,0.559,T2_M9-8
10/02/15,Mc,Fe,R1,M9-24,0.55,T2_M9-24
10/02/15,Ss,Fe,R1,S1-6,0.539,T2_S1-6
10/02/15,Ss,Fe,R1,S1-9,0.555,T2_S1-9
10/02/15,Ss,Fe,R1,S2-16,0.553,T2_S2-16
10/02/15,Ss,Fe,R1,S2-25,0.547,T2_S2-25
10/02/15,Ss,Fe,R1,S3-6,0.583,T2_S3-6
10/02/15,Ss,Fe,R1,S3-12,0.564,T2_S3-12
10/02/15,Ss,Fe,R1,S4-9,0.544,T2_S4-9
10/02/15,Ss,Fe,R1,S4-11,0.544,T2_S4-11
10/02/15,Ss,Fe,R1,S5-14,0.548,T2_S5-14
10/02/15,Ss,Fe,R1,S5-25,0.555,T2_S5-25
10/02/15,Ss,Fe,R1,S6-1,0.573,T2_S6-1
10/02/15,Ss,Fe,R1,S6-12,0.567,T2_S6-12
10/02/15,Mc,Control,R1,M1-5,0.538,T2_M1-5
10/02/15,Mc,Control,R1,M1-27,0.542,T2_M1-27
10/02/15,Mc,Control,R1,M7-6,0.511,T2_M7-6
10/02/15,Mc,Control,R1,M7-22,0.515,T2_M7-22
10/02/15,Mc,Control,R1,M8-25,0.584,T2_M8-25
10/02/15,Mc,Control,R1,M8-31,0.577,T2_M8-31
10/02/15,Mc,Control,R1,M10-11,0.544,T2_M10-11
10/02/15,Mc,Control,R1,M10-19,0.542,T2_M10-19
10/02/15,Mc,Control,R1,M11-1,0.58,T2_M11-1
10/02/15,Mc,Control,R1,M11-7,0.58,T2_M11-7
10/02/15,Mc,Control,R1,M9-12,0.58,T2_M9-12
10/02/15,Mc,Control,R1,M9-26,0.561,T2_M9-26
10/02/15,Ss,Control,R1,S1-10,0.555,T2_S1-10
10/02/15,Ss,Control,R1,S1-26,0.55,T2_S1-26
10/02/15,Ss,Control,R1,S2-11,0.546,T2_S2-11
10/02/15,Ss,Control,R1,S2-22,0.551,T2_S2-22
10/02/15,Ss,Control,R1,S3-18,0.58,T2_S3-18
10/02/15,Ss,Control,R1,S3-29,0.579,T2_S3-29
10/02/15,Ss,Control,R1,S4-8,0.53,T2_S4-8
10/02/15,Ss,Control,R1,S4-12,0.533,T2_S4-12
10/02/15,Ss,Control,R1,S5-9,0.547,T2_S5-9
10/02/15,Ss,Control,R1,S5-24,0.538,T2_S5-24
10/02/15,Ss,Control,R1,S6-5,0.585,T2_S6-5
10/02/15,Ss,Control,R1,S6-20,0.569,T2_S6-20
10/02/15,Mc,N,R2,M1-1,0.564,T2_M1-1
10/02/15,Mc,N,R2,M1-7,0.579,T2_M1-7
10/02/15,Mc,N,R2,M7-3,0.59,T2_M7-3
10/02/15,Mc,N,R2,M7-23,0.526,T2_M7-23
10/02/15,Mc,N,R2,M8-15,0.599,T2_M8-15
10/02/15,Mc,N,R2,M8-16,0.598,T2_M8-16
10/02/15,Mc,N,R2,M10-12,0.582,T2_M10-12
10/02/15,Mc,N,R2,M10-31,0.582,T2_M10-31
10/02/15,Mc,N,R2,M11-17,0.581,T2_M11-17
10/02/15,Mc,N,R2,M11-20,0.582,T2_M11-20
10/02/15,Mc,N,R2,M9-6,0.56,T2_M9-6
10/02/15,Mc,N,R2,M9-10,0.562,T2_M9-10
10/02/15,Ss,N,R2,S1-8,0.592,T2_S1-8
10/02/15,Ss,N,R2,S1-30,0.591,T2_S1-30
10/02/15,Ss,N,R2,S2-7,0.576,T2_S2-7
10/02/15,Ss,N,R2,S2-18,0.563,T2_S2-18
10/02/15,Ss,N,R2,S3-25,0.601,T2_S3-25
10/02/15,Ss,N,R2,S3-30,0.576,T2_S3-30
10/02/15,Ss,N,R2,S4-7,0.583,T2_S4-7
10/02/15,Ss,N,R2,S4-22,0.577,T2_S4-22
10/02/15,Ss,N,R2,S5-17,0.598,T2_S5-17
10/02/15,Ss,N,R2,S5-18,0.607,T2_S5-18
10/02/15,Ss,N,R2,S6-27,0.545,T2_S6-27
10/02/15,Ss,N,R2,S6-29,0.547,T2_S6-29
10/02/15,Mc,NPF,R2,M1-10,0.595,T2_M1-10
10/02/15,Mc,NPF,R2,M1-21,0.585,T2_M1-21
10/02/15,Mc,NPF,R2,M7-18,0.581,T2_M7-18
10/02/15,Mc,NPF,R2,M7-27,0.597,T2_M7-27
10/02/15,Mc,NPF,R2,M8-24,0.616,T2_M8-24
10/02/15,Mc,NPF,R2,M8-30,0.611,T2_M8-30
10/02/15,Mc,NPF,R2,M10-10,0.609,T2_M10-10
10/02/15,Mc,NPF,R2,M10-26,0.605,T2_M10-26
10/02/15,Mc,NPF,R2,M11-10,0.616,T2_M11-10
10/02/15,Mc,NPF,R2,M11-15,0.623,T2_M11-15
10/02/15,Mc,NPF,R2,M9-2,0.607,T2_M9-2
10/02/15,Mc,NPF,R2,M9-14,0.588,T2_M9-14
10/02/15,Ss,NPF,R2,S1-2,0.596,T2_S1-2
10/02/15,Ss,NPF,R2,S1-28,0.61,T2_S1-28
10/02/15,Ss,NPF,R2,S2-14,0.618,T2_S2-14
10/02/15,Ss,NPF,R2,S2-23,0.611,T2_S2-23
10/02/15,Ss,NPF,R2,S3-13,0.61,T2_S3-13
10/02/15,Ss,NPF,R2,S3-16,0.613,T2_S3-16
10/02/15,Ss,NPF,R2,S4-13,0.604,T2_S4-13
10/02/15,Ss,NPF,R2,S4-18,0.604,T2_S4-18
10/02/15,Ss,NPF,R2,S5-19,0.626,T2_S5-19
10/02/15,Ss,NPF,R2,S5-21,0.625,T2_S5-21
10/02/15,Ss,NPF,R2,S6-10,0.634,T2_S6-10
10/02/15,Ss,NPF,R2,S6-25,0.625,T2_S6-25
10/02/15,Mc,NP,R2,M1-11,0.557,T2_M1-11
10/02/15,Mc,NP,R2,M1-23,0.548,T2_M1-23
10/02/15,Mc,NP,R2,M7-13,0.538,T2_M7-13
10/02/15,Mc,NP,R2,M7-19,0.556,T2_M7-19
10/02/15,Mc,NP,R2,M8-6,0.588,T2_M8-6
10/02/15,Mc,NP,R2,M8-14,0.578,T2_M8-14
10/02/15,Mc,NP,R2,M10-18,0.544,T2_M10-18
10/02/15,Mc,NP,R2,M10-24,0.556,T2_M10-24
10/02/15,Mc,NP,R2,M11-3,0.554,T2_M11-3
10/02/15,Mc,NP,R2,M11-16,0.569,T2_M11-16
10/02/15,Mc,NP,R2,M9-5,0.538,T2_M9-5
10/02/15,Mc,NP,R2,M9-20,0.476,T2_M9-20
10/02/15,Ss,NP,R2,S1-11,0.557,T2_S1-11
10/02/15,Ss,NP,R2,S1-14,0.571,T2_S1-14
10/02/15,Ss,NP,R2,S2-8,0.589,T2_S2-8
10/02/15,Ss,NP,R2,S2-13,0.584,T2_S2-13
10/02/15,Ss,NP,R2,S3-2,0.572,T2_S3-2
10/02/15,Ss,NP,R2,S3-17,0.586,T2_S3-17
10/02/15,Ss,NP,R2,S4-4,0.522,T2_S4-4
10/02/15,Ss,NP,R2,S4-16,0.53,T2_S4-16
10/02/15,Ss,NP,R2,S5-2,0.543,T2_S5-2
10/02/15,Ss,NP,R2,S5-8,0.543,T2_S5-8
10/02/15,Ss,NP,R2,S6-8,0.58,T2_S6-8
10/02/15,Ss,NP,R2,S6-31,0.479,T2_S6-31
10/02/15,Mc,Fe,R2,M1-9,0.551,T2_M1-9
10/02/15,Mc,Fe,R2,M1-12,0.545,T2_M1-12
10/02/15,Mc,Fe,R2,M7-25,0.544,T2_M7-25
10/02/15,Mc,Fe,R2,M7-28,0.547,T2_M7-28
10/02/15,Mc,Fe,R2,M8-4,0.589,T2_M8-4
10/02/15,Mc,Fe,R2,M8-26,0.579,T2_M8-26
10/02/15,Mc,Fe,R2,M10-17,0.562,T2_M10-17
10/02/15,Mc,Fe,R2,M10-20,0.564,T2_M10-20
10/02/15,Mc,Fe,R2,M11-13,0.57,T2_M11-13
10/02/15,Mc,Fe,R2,M11-25,0.581,T2_M11-25
10/02/15,Mc,Fe,R2,M9-9,0.538,T2_M9-9
10/02/15,Mc,Fe,R2,M9-23,0.548,T2_M9-23
10/02/15,Ss,Fe,R2,S1-12,0.573,T2_S1-12
10/02/15,Ss,Fe,R2,S1-16,0.577,T2_S1-16
10/02/15,Ss,Fe,R2,S2-4,0.552,T2_S2-4
10/02/15,Ss,Fe,R2,S2-31,0.567,T2_S2-31
10/02/15,Ss,Fe,R2,S3-7,0.569,T2_S3-7
10/02/15,Ss,Fe,R2,S3-11,0.568,T2_S3-11
10/02/15,Ss,Fe,R2,S4-26,0.547,T2_S4-26
10/02/15,Ss,Fe,R2,S4-28,0.587,T2_S4-28
10/02/15,Ss,Fe,R2,S5-13,0.586,T2_S5-13
10/02/15,Ss,Fe,R2,S5-23,0.534,T2_S5-23
10/02/15,Ss,Fe,R2,S6-15,0.565,T2_S6-15
10/02/15,Ss,Fe,R2,S6-21,0.555,T2_S6-21
10/02/15,Mc,Control,R2,M1-14,0.541,T2_M1-14
10/02/15,Mc,Control,R2,M1-22,0.552,T2_M1-22
10/02/15,Mc,Control,R2,M7-2,0.547,T2_M7-2
10/02/15,Mc,Control,R2,M7-7,0.559,T2_M7-7
10/02/15,Mc,Control,R2,M8-11,0.579,T2_M8-11
10/02/15,Mc,Control,R2,M8-13,0.58,T2_M8-13
10/02/15,Mc,Control,R2,M10-3,0.56,T2_M10-3
10/02/15,Mc,Control,R2,M10-15,0.544,T2_M10-15
10/02/15,Mc,Control,R2,M11-9,0.569,T2_M11-9
10/02/15,Mc,Control,R2,M11-11,0.564,T2_M11-11
10/02/15,Mc,Control,R2,M9-7,0.526,T2_M9-7
10/02/15,Mc,Control,R2,M9-13,0.523,T2_M9-13
10/02/15,Ss,Control,R2,S1-13,0.56,T2_S1-13
10/02/15,Ss,Control,R2,S1-23,0.555,T2_S1-23
10/02/15,Ss,Control,R2,S2-2,0.578,T2_S2-2
10/02/15,Ss,Control,R2,S2-10,0.543,T2_S2-10
10/02/15,Ss,Control,R2,S3-4,0.581,T2_S3-4
10/02/15,Ss,Control,R2,S3-20,0.566,T2_S3-20
10/02/15,Ss,Control,R2,S4-3,0.534,T2_S4-3
10/02/15,Ss,Control,R2,S4-24,0.52,T2_S4-24
10/02/15,Ss,Control,R2,S5-10,0.553,T2_S5-10
10/02/15,Ss,Control,R2,S5-15,0.549,T2_S5-15
10/02/15,Ss,Control,R2,S6-23,0.569,T2_S6-23
10/02/15,Ss,Control,R2,S6-26,0.559,T2_S6-26
10/02/15,Mc,CO2,R1,M1-3,0.44,T2_M1-3
10/02/15,Mc,CO2,R1,M1-8,0.473,T2_M1-8
10/02/15,Mc,CO2,R1,M7-11,0.48,T2_M7-11
10/02/15,Mc,CO2,R1,M7-20,0.504,T2_M7-20
10/02/15,Mc,CO2,R1,M8-5,0.545,T2_M8-5
10/02/15,Mc,CO2,R1,M8-21,0.552,T2_M8-21
10/02/15,Mc,CO2,R1,M10-2,0.507,T2_M10-2
10/02/15,Mc,CO2,R1,M10-16,0.51,T2_M10-16
10/02/15,Mc,CO2,R1,M11-6,0.536,T2_M11-6
10/02/15,Mc,CO2,R1,M11-29,0.548,T2_M11-29
10/02/15,Mc,CO2,R1,M9-1,0.55,T2_M9-1
10/02/15,Mc,CO2,R1,M9-21,0.538,T2_M9-21
10/02/15,Ss,CO2,R1,S1-21,0.475,T2_S1-21
10/02/15,Ss,CO2,R1,S1-29,0.449,T2_S1-29
10/02/15,Ss,CO2,R1,S2-6,0.547,T2_S2-6
10/02/15,Ss,CO2,R1,S2-19,0.532,T2_S2-19
10/02/15,Ss,CO2,R1,S3-22,0.56,T2_S3-22
10/02/15,Ss,CO2,R1,S3-31,0.569,T2_S3-31
10/02/15,Ss,CO2,R1,S4-5,0.459,T2_S4-5
10/02/15,Ss,CO2,R1,S4-23,0.453,T2_S4-23
10/02/15,Ss,CO2,R1,S5-4,0.381,T2_S5-4
10/02/15,Ss,CO2,R1,S5-20,0.443,T2_S5-20
10/02/15,Ss,CO2,R1,S6-4,0.49,T2_S6-4
10/02/15,Ss,CO2,R1,S6-19,0.504,T2_S6-19
10/02/15,Mc,Dark,R1,M1-4,0.536,T2_M1-4
10/02/15,Mc,Dark,R1,M1-16,0.495,T2_M1-16
10/02/15,Mc,Dark,R1,M7-21,0.542,T2_M7-21
10/02/15,Mc,Dark,R1,M7-26,0.542,T2_M7-26
10/02/15,Mc,Dark,R1,M8-7,0.582,T2_M8-7
10/02/15,Mc,Dark,R1,M8-28,0.582,T2_M8-28
10/02/15,Mc,Dark,R1,M10-6,0.537,T2_M10-6
10/02/15,Mc,Dark,R1,M10-22,0.528,T2_M10-22
10/02/15,Mc,Dark,R1,M11-4,0.581,T2_M11-4
10/02/15,Mc,Dark,R1,M11-21,0.592,T2_M11-21
10/02/15,Mc,Dark,R1,M9-28,0.57,T2_M9-28
10/02/15,Ss,Dark,R1,S1-4,0.435,T2_S1-4
10/02/15,Ss,Dark,R1,S1-19,0.475,T2_S1-19
10/02/15,Ss,Dark,R1,S2-20,0.539,T2_S2-20
10/02/15,Ss,Dark,R1,S2-29,0.536,T2_S2-29
10/02/15,Ss,Dark,R1,S3-3,0.551,T2_S3-3
10/02/15,Ss,Dark,R1,S3-19,0.529,T2_S3-19
10/02/15,Ss,Dark,R1,S4-21,0.43,T2_S4-21
10/02/15,Ss,Dark,R1,S4-30,0.409,T2_S4-30
10/02/15,Ss,Dark,R1,S5-3,0.452,T2_S5-3
10/02/15,Ss,Dark,R1,S5-22,0.504,T2_S5-22
10/02/15,Ss,Dark,R1,S6-9,0.567,T2_S6-9
10/02/15,Ss,Dark,R1,S6-14,0.522,T2_S6-14
10/02/15,Mc,Dark,R2,M1-18,0.569,T2_M1-18
10/02/15,Mc,Dark,R2,M7-8,0.573,T2_M7-8
10/02/15,Mc,Dark,R2,M7-31,0.571,T2_M7-31
10/02/15,Mc,Dark,R2,M8-20,0.61,T2_M8-20
10/02/15,Mc,Dark,R2,M8-23,0.611,T2_M8-23
10/02/15,Mc,Dark,R2,M10-5,0.569,T2_M10-5
10/02/15,Mc,Dark,R2,M10-14,0.559,T2_M10-14
10/02/15,Mc,Dark,R2,M11-5,0.605,T2_M11-5
10/02/15,Mc,Dark,R2,M11-27,0.616,T2_M11-27
10/02/15,Mc,Dark,R2,M9-16,0.609,T2_M9-16
10/02/15,Ss,Dark,R2,S1-7,0.537,T2_S1-7
10/02/15,Ss,Dark,R2,S1-22,0.545,T2_S1-22
10/02/15,Ss,Dark,R2,S2-1,0.572,T2_S2-1
10/02/15,Ss,Dark,R2,S2-15,0.579,T2_S2-15
10/02/15,Ss,Dark,R2,S3-9,0.565,T2_S3-9
10/02/15,Ss,Dark,R2,S3-27,0.571,T2_S3-27
10/02/15,Ss,Dark,R2,S4-14,0.494,T2_S4-14
10/02/15,Ss,Dark,R2,S4-25,0.463,T2_S4-25
10/02/15,Ss,Dark,R2,S5-6,0.506,T2_S5-6
10/02/15,Ss,Dark,R2,S6-11,0.578,T2_S6-11
10/02/15,Ss,Dark,R2,S6-17,0.569,T2_S6-17
10/02/15,Mc,CO2,R2,M1-2,0.478,T2_M1-2
10/02/15,Mc,CO2,R2,M1-15,0.496,T2_M1-15
10/02/15,Mc,CO2,R2,M7-5,0.508,T2_M7-5
10/02/15,Mc,CO2,R2,M7-30,0.489,T2_M7-30
10/02/15,Mc,CO2,R2,M8-1,0.543,T2_M8-1
10/02/15,Mc,CO2,R2,M8-8,0.531,T2_M8-8
10/02/15,Mc,CO2,R2,M10-7,0.495,T2_M10-7
10/02/15,Mc,CO2,R2,M10-8,0.499,T2_M10-8
10/02/15,Mc,CO2,R2,M11-26,0.533,T2_M11-26
10/02/15,Mc,CO2,R2,M11-32,0.517,T2_M11-32
10/02/15,Mc,CO2,R2,M9-18,0.526,T2_M9-18
10/02/15,Mc,CO2,R2,M9-19,0.515,T2_M9-19
10/02/15,Ss,CO2,R2,S1-3,0.496,T2_S1-3
10/02/15,Ss,CO2,R2,S1-20,0.506,T2_S1-20
10/02/15,Ss,CO2,R2,S2-5,0.529,T2_S2-5
10/02/15,Ss,CO2,R2,S2-27,0.555,T2_S2-27
10/02/15,Ss,CO2,R2,S3-15,0.56,T2_S3-15
10/02/15,Ss,CO2,R2,S3-24,0.552,T2_S3-24
10/02/15,Ss,CO2,R2,S4-6,0.514,T2_S4-6
10/02/15,Ss,CO2,R2,S4-20,0.424,T2_S4-20
10/02/15,Ss,CO2,R2,S5-16,0.472,T2_S5-16
10/02/15,Ss,CO2,R2,S5-26,0.488,T2_S5-26
